"Nr";"Kurzbezeichnung";"Einheit";"Matchcode"
1711;"Die Demontage und Umschaltung der unzulässig, angeschlossenen Entrauchung auf die Pos. 2";"Stück";"Demont. u. Umschalt. Entrauchung"
1712;"Neue Wandleranlage bei den Stadtwerken abholen, und außerhalb der Geschäftszeit";;1712
1713;"Lieferung und Montage einer 3-reihigen Unterverteilung im Lager. ";"Stück";"3-reihige Unterverteilung "
1714;"Umschwenken der Moprozuleitung. ";"Stück";"Umschwenken Moprozuleitung "
1715;"Wanne für FR-Leuchte. ";"Stück";"Wanne f. FR-Leuchte "
1716;"Auswechseln des provisorischen Schalters in einen 5-Stufen-Transformator bis 6,5 A";"Stück";"Ausw. prov. Schalter"
1718;"19 Netzwerkschrank zur Wandmontage""";"Stück";1718
172;"Abzweigkasten u. P. 150x150 m. Deckel";"Stück";"D7"
1723;"Patchkabel 2m geschirmt";"Stück";1723
173;"Wandauslaßdose u. P. ";"Stück";"D8"
1731;"FI-Schutzschalter 40A/30mA, 4-polig";"Stück";"SC6"
1732;"Notaustaster Moeller, inkl. Zubehör. ";"Stück";"Notaustaster Moeller"
1733;"Lampen, E10, 3 - 5W";"Stück";"Lampen, E10"
1734;"Lampen, E14, 5 - 7W. ";;"Lampen, E14"
174;"Postkasten u. P. 150x150 m. Deckel";"Stück";"D9"
1743;"Umklemmen und ggf. Verlängern der vorhandenen Ladenzuleitung ";"Stück";"Ladenzuleitung"
1744;"Erweiterung der Lagerbeleuchtung";"Stück";1744
1745;"Demontage der Haltestricke von ca. 11m Kabelbahn an der Tiefgaragendecke und der Montage";"Stück";"Dem. Haltestricke"
1746;"Demontage von 2 Deckenleuchten und deren Rohrinstallation, einschl. der Montage nach ";"Stück";"Dem. Deckenleuchten "
1747;"Baustromverteiler liefern, aufstellen und anschließen mit Zwischenzähler an Lüftung im 1. OG und ";"Stück";"Baustromverteiler m. Zwischenzähl."
175;"Abzweigkasten a. P. FR WK 100";"Stück";"DA1"
176;"Abzweigkasten a. P. FR WK 160";"Stück";"DA2"
1766;"Patchkabel 20m geschirmt";"Stück";1766
177;"Abzweigkasten a. P. FR WK 250";"Stück";"DA3"
1774;"I-Y (ST) 2x2x0,8";"Meter";1774
1775;"Rohrlüfter ";"Stück";"Rohrlüfter "
1776;"Dosendeckel 250mm";"Stück";"Dosendeckel 250mm"
1777;"Acryllampenglas für Parkplatzlaterne. ";"Stück";"Acryllampenglas f. Parkplatzlaterne"
1778;"Notaustaster (Einbau, Industrie). ";"Stück";"Notaustaster"
1779;"150W-Strahler mit Bewegungsmelder. ";"Stück";"LXBB"
178;"Abzweigkasten a. P. FR WK 350";"Stück";"DA4"
1780;"Dämmerungsschalter, Hager ";"Stück";"Hager-Dämmerungsschalter "
1781;"Ankerplatte für Brandschutztür. ";"Stück";"Ankerplatte f. Brandschutztür."
1782;"ISTY 6x2x0,8";"Meter";1782
1783;"Fassung 4 Pin. ";"Stück";"Fassung 4 Pin"
1784;"L-Röhren 35W, T5. ";"Stück";"LLT5"
1785;"Lieferung und Montage einer Zähleranschlußsäule für den Netzbetreiber Eon, einschl. Zählerteil, ";"Stück";"Zähleranschlußsäule"
1786;"Anschluß des Pylons mittels Erdkabel und Leerrohr im Fundament bis zu 8m. ";"Stück";"Anschluß Pylon "
1787;"Linksys Wireless-G Access Point";"Stück";1787
1788;"Neoware C50 Capio Terminals mit Windows CE";"Stück";1788
1789;"TCS-Türsprechgerät. ";"Stück";"TCS-Türsprechgerät "
179;"Schalterdose u. P. f. CEE-Geräte";"Stück";"DK1"
1791;"Auerswald Compact 2206 USB TK-Anlage mit 6 Ports, Plug und Phone ISDN-Anlage mit 6 analogen";"Stück";"Auerswald Compact, TK-Anlage"
1792;"Doppel-Zählerschrank ink. Zuleitung von Pos 1.";"Stück";1792
1793;"Zuleitung für Backshop und Getränke Hoffmann";"Stück";1793
1794;"Rastereinbauleuchten:";"Stück";1794
1795;"Versetzen der Unterverteilung um ca. 2m einschl.  ";"Stück";"Vers.Unterverteilung"
1797;"Lager-Neuinstallation einschl. Leuchte und Lüfter-";"Stück";"Lager Neuinstall. "
1798;"Roll-Laden am Schaufenster abklemmen, und ";"Stück";"Roll-Laden"
1799;"Pos. s. w. v.";"Stück";"Automatiktür"
180;"Stg. Dolüklemmen 6qmm";"Stück";"DL1"
1800;"Luftschleier, s. w. v. ";"Stück";"Luftschleier"
1801;"2 Doppelsteckdosen demontieren und im neu ";"Stück";"D-Steckd. Ladenber. "
1802;"Zuleitungen für Kassentischanlage versetzen. ";"Stück";"Kassentischanl. "
1803;"7 HQITS-Strahler abklemmen, einschl. Deckenplatten";"Stück";"HQITS-Strahler"
1804;"Deckenbeleuchtung in der zukünftigen  Apotheke. ";"Stück";"Deckenbel. Apoth. "
1805;"Versetzen der Unterverteilung und Verlängern der ";"Stück";"Vers. Unterverteil. "
1809;"Enddeckel für Reflektorwanne. ";"Stück";"Enddeckel. f. Reflektor-W."
181;"Stg. Lüsterklemmen 16qmm";"Stück";"DL16"
1811;"Pos. 10: Steckdose befestigen ";"Stück";"Steckdose bef. "
1812;"Montage der Unterverteilung aus dem Imbiß. Umver-";"Stück";"Mont. Unterverteilg."
1813;"Pos. 12: Kabel im Marktleiterbüro ordnen. ";"Stück";"Marktleiterbüro "
1814;"Pos. 13: Verteilung Kassenbüro ";"Stück";"Verteilung Kassenbüro"
1815;"Pos. 14: N-PE-Brücke. ";"Stück";"N-PE-Brücke"
1816;"Pos. 15: Fehlende Abdeckstreifen in der Verteilung nachrüsten. ";"Stück";"Abdeckstreifen "
1817;"Pos. 16: Demontage nicht genutzter Kabel. ";"Stück";"Kabeldemontage"
1818;"Nachrüsten der Unterverteilung mit FI-Schutz-";"Stück";"Nachrüst. Untervert."
1819;"Verlegen von Telefonleitungen.  ";"Stück";"Umverl. Telefonleitg"
182;"Stg. Lüsterklemmen 2,5qmm";"Stück";"DL2"
1820;"Pos. 17: 6 AHT-Truhen neu anschließen. ";"Stück";"AHT-Truhen anschl. "
1821;"Pos. 18: Reinigung der Verteilung im Aufenthaltsraum. ";"Stück";"Reinig. Verteilung Aufenth. "
1824;"Pos. 22: Montage von 4 neuen RZB-Leuchten. ";"Stück";"Neue RZB-Leuchte"
1825;"Pos. 24: Das Auswechseln von ca. 25 L-Röhren. ";"Stück";"L-Röhren auswechseln "
1826;"Lieferung und Montage einer CEE-Steckdose 16A, am Parkplatz-Lichtmast gegenüber dem Pfandraum. ";"Stück";"CEE-Steckdose "
183;"Stg. Lüsterklemmen 4qmm";"Stück";"DL4"
184;"Stg. Lüsterklemmen 6qmm";"Stück";"DL6"
185;"Steckklemmen 3-polig, 2,5qmm";"Stück";"DS3"
1852;"Lieferung und Montage von EVG-Leuchten, 1x58W für die Nebenräume ";"Stück";"Montage EVG-Leuchten"
1853;"Lieferung und Montage eines Stromkreises einschl. ";"Stück";"Stromkreis/Notleucht"
1854;"Lieferung und Montage der Hausnummernleuchte ";"Stück";"Hausnummernleuchte"
1855;"Punkt 23: Kabel- u. Leitungsverlegung: Liefern und Verlegen eines Kabelkanals bis zu 30m.  ";"Stück";"Kabel-/Leitungsverlegung"
1856;"Lieferung und Montage eines Kabels 3x35/16 abgehend vom vorhandenen Trenner 3";"Stück";"Kabel 3x35/16"
1857;"Sichtprüfung und Abklemmen aller Notausganghinweisleuchten im Markt. ";"Stück";"Sichtprüf. Notausgangshinw.-Leuchte"
1858;"Bei defektem Leuchtmittel: ";"Stück";"Austausch Leuchtmittel "
1859;"Bei defektem Akku: Entsorgung der Leuchte";"Stück";"Austausch Leuchte  "
186;"Steckklemmen f. Flexdraht 2,5qmm";"Stück";"DS6"
1860;"Demontage und Abschalten von 10 Steckdosen im Thekenbereich. ";"Stück";"Dem. + Absch. Steckdosen"
1861;"Demontage von 6 Spots vor der Theke und deren Lagerung im Markt. ";"Stück";"Dem. Spots"
1863;"Demontage von 7 Leuchtreklameschilder und deren Lagerung im Markt. ";"Stück";"Dem. Leuchtreklame"
1867;"Demontage von 7 L-Leuchten im Thekenbereich und deren Entsorgung. ";"Stück";"Dem. v. L-Leuchten "
1868;"Einbau und Anschluß von bis zu 10 Spots. ";"Stück";"Einb. und Anschl. Spots"
187;"Stecklemmen 8-polig";"Stück";"DS8"
1870;"Liefern und Verlegen einer Zuleitung für die AHT-Unterverteilung, NYY 5x25mm² bis ";"Stück";"AHT-Unterverteilung "
1872;"4-Kanal-Uhr ";"Stück";"4-Kanal-Uhr"
1873;"Funkantenne";"Stück";"Funkantenne"
1874;"Schloß für Unterverteilung. ";"Stück";"Schloß f. Unterverteilung "
1875;"APC - USV / Smart UPS 1000VA XL";"Stück";1875
1876;"APC - USV / Smart UPS Battery Pack";"Stück";1876
1877;"Schwerlast-Dübel, M10x100mm";"Stück";"SD10"
1878;"Schwerlast-Dübel M12x150mm";"Stück";"SD12"
1879;"Schließung, universal, Schwenkhebelgriff. ";"Stück";"Schließanl. UV-Tür"
188;"Schienenanschlußklemme 5-polig";"Stück";"DS9"
1880;"Schubstangen universal für Schließanlage. ";"Stück";"Schubstangen, universal"
1881;"Lieferung und Montage eines Siemens Elektroherdes Nr.: 32 22 00, 50cm breit. ";"Stück";"E-Herd "
1882;"USB-Relais ";"Stück";"USB-Relais "
1883;"Stromschiene Erco, 3 ph";;"Stromschiene Erco, 3 ph"
1884;"Die Installation der EDV- und der Telefonanlage. ";"Stück";"Inst. EDV + Telefon "
1885;"Liefern und Verlegen von 2 Zuleitungen für die bauseitig montierten Türalarme, einschl. ";"Stück";"Insta. Tagalarm "
1886;"Montage von FR-Leuchten für das Dach, für die ";"Stück";"Montage FR-Leuchten"
1887;"Punkt 9: UV Lager: Der Deckel ist nicht mehr lieferbar. Austausch der Verteilung, einschl. ";"Stück";"Untervert. Lager "
1888;"Punkt 3: UV Laden: Ersetzen der fehlenden Verteilertür. ";"Stück";"UV Laden "
1889;"Punkt 20: Büroräume: Liefern und Verlegen von 2 5-fach-Verteiler und einem 3-fach-Verteiler. ";"Stück";"Büroräume"
189;"Erdschelle 25qmm, R1,5";"Stück";"E1"
1890;"Rangierkanalhalter 190";"Stück";"Rangierkanalhalter 190"
1891;"Erweiterung der vorhandenen ISO-Wandleranlage um einen 100A-Trenner vor dem ";"Stück";1891
1892;"Zuleitungen:";"Stück";1892
1893;"Verteilung Backshop:";"Stück";1893
1895;"Lamellenrasterleuchten für den Verkaufsraum:";"Stück";1895
1896;"Beleuchtung Nebenräume:";"Stück";1896
1898;"Spiegelrasterleuchte mit elektronischem Vorschaltgerät, 1x58W";"Stück";"Spiegelrasterleuchte EVG, 1x58W"
1899;"Lieferung und Montage eines Entriegelungstaster pro Filiale.  ";"Stück";"Entriegelungstaster"
190;"Erdungsbandschelle 16qmm";"Stück";"E2"
1900;"5-fach-Verteiler-Kopp. ";"Stück";"5-fach-Verteiler, Kopp"
1901;"Brandschutzschaum";"Stück";"Brandschutzschaum"
1902;"Sicherheitsthermostat. ";"Stück";"Sicherheitsthermostat"
1903;"Verlegen und Verlängern der Leitungen  im Erdreich für die Schrankenanlage, inkl. Material. ";"Stück";"Schrankenanlage "
1904;"Bewegungsmelder ggf. UP";"Stück";1904
1905;"Einbautaster ";"Stück";"Einbautaster"
1908;"Liefern und Verlegen einer Zuleitung für die Stromversorgung gemäß technischer ";"Stück";"Zuleitung Stromversorgung"
1909;"Liefern und Verlegen der Potentialausgleichsleitung, NYAF 6mm², zwischen PAS und ";"Stück";"Potentialausgleichsleitung "
191;"Erdungsbandschelle b. 70qmm 4"";Elektro Artikel""";"E3";13,24
1910;"Auswechseln des Mastes ohne Pflaster- und Rammschutz, einschl. Entsorgen des Alten und Umsetzen ";"Stück";"Auswechseln d. Mastes"
1911;"Aufputzrahmen CAT-Dose";"Stück";"CAT-Dosen "
1912;"Antennenverstärker, WISI 32dB.";"Stück";"Antennenverst. WISI 32"
1913;"Liefern und Einziehen der Stromversorgung NYY 3x2,5mm² in bauseitigem Leerrohr bis zu 100m. ";"Stück";"Pumpe Stromvers. "
1914;"Anschlußarbeiten im oberirdischen Verteilerkasten (Aufsteller bauseitig). ";"Stück";"Anschlußarbeiten "
1915;"Lieferung und Montage einer Blitzleuchte im Aktenraum für die Störungsmeldung, ";"Stück";"Blitzleuchte Aktenraum"
1916;"Liefern und Einziehen einer Steuerleitung bis zu 100m. ";"Stück";"Steuerleitung, Pumpe"
1917;"Umsetzen von 3 Leuchten für das Fischfutter-Regal (Bambusregal, Mängelpkt. 6).";"Stück";"Leuchtenwechsel "
1918;"Das ordnungsgemäße Verlegen von Kassenleitungen (Mängel 12 u. 13). ";"Stück";"Kassenleitungen "
192;"Durchlauferhitzer 12KW";"Stück";"GD12"
1928;"EPCOM-Gong. ";"Stück";"KE"
1929;"Türhaftmagnet.";"Stück";"Türhaftmagnet "
193;"Durchlauferhitzer 15KW";"Stück";"GD15"
1930;"Hagerverteilung-Zählerschrank";"Stück";"Hagerverteilung, Zählerschrank "
1931;"Bei defektem Akku: Entsorgung der Leuchte und Lieferung und Montage einer neuen Notausgangs-";"Stück";"Notausgangsleuchte "
1932;"Bei defektem Leuchtmittel: Austausch des Leuchtmittels und Anbringen des Prüfsiegels ";"Stück";"Leuchtmittel/Notasugangsleuchte"
1933;"Sichtprüfung und Abklemmen aller Notausgangshinweisleuchten im Markt. ";"Stück";"Notausgangshinweisleuchten"
1934;"Lieferung und Montage von 6 Deckenbewegungsmelder 360°, einschl. der erforderlichen ";"Stück";"Inst. Deckenbewegungsmelder"
1935;"Pauschalvergütung, Installationen für den Lidl-Markt Teltower Damm 295, Bln.-Zehlendorf.";"Stück";"Lidl-Teltower Damm 295"
1936;"Aufputzverteilung, 1-reihig, 12TE mit Tür. ";"Stück";"V1T"
1937;"Auswechseln des Hauptkabels zwischen HA und vorhandener Wandleranlage in  ";"Stück";"Auswechseln des Hauptkabels"
1938;"Trennen der Moproleitung und Verlängern zu der Pos. 2. ";"Stück";"Trennen d. Moproleitung"
1939;"Energiesparhausnummernleuchte mit Dämmerungsschalter. ";"Stück";"ESP-Hausnummnernleuchte"
194;"Durchlauferhitzer 18KW";"Stück";"GD18"
1940;"Reihenklemmen -N-, 4mm²";"Stück";"RHK, 4mm²"
1941;"Drehrastspiegelleuchte, 1x58W. ";"Stück";"LXD"
1942;"Montage des Digital-Zwischenzählers. ";"Stück";"Digital-Zwischenzähler"
1943;"Alu-Ausleger in Aldi-Braun. ";"Stück";"Alu-Ausleger"
1945;"Elektronisches Vorschaltgerät, 1x80W. ";"Stück";"LEV80"
1946;"Iguzzini Deckenstrahler chrom 8881";"Stück";1946
1947;"Trilux Lumena 150 mit Ausleger 8631";"Stück";1947
1949;"RJ45 auf F-Buchse Adapter";"Stück";1949
195;"Durchlauferhitzer 21KW";"Stück";"GD21"
1954;"Nachziehen sämtlicher Anschlußschrauben in den Verteilungen. ";"Stück";"Anschlußschrauben "
